rpm,temperature,load_factor,voltage,current,power_watts,efficiency,motor_temp,anomaly
884.4,29.5,1.277,231.1,1.858,407.91,85.1,53.8,0
264.3,29.0,0.896,227.1,0.66,142.4,81.2,39.3,0
368.6,29.8,1.311,238.2,0.812,183.78,82.2,43.4,0
947.1,39.8,1.013,229.6,1.93,421.13,86.0,62.9,0
449.4,28.1,0.539,227.0,0.985,212.35,84.1,40.6,0
804.9,32.5,1.446,226.1,1.731,371.95,86.1,57.1,0
853.9,35.6,0.583,224.0,1.734,369.02,83.3,56.5,0
540.2,25.8,1.098,244.2,1.149,266.63,83.3,43.7,0
1338.1,38.0,1.378,237.1,2.774,624.84,82.4,71.0,0
1211.0,33.7,0.58,226.7,2.485,535.2,82.5,59.4,0
1066.8,31.2,1.054,238.7,2.25,510.11,82.9,58.2,0
293.6,40.2,1.324,232.7,0.673,148.84,81.4,52.3,0
327.4,26.1,1.486,232.4,0.79,174.4,82.4,41.1,0
791.3,42.1,1.224,226.4,1.659,356.9,85.4,63.0,0
392.9,34.0,0.778,227.4,0.942,203.52,85.1,44.8,0
1373.9,35.2,1.2,229.8,2.927,639.06,80.7,68.8,0
390.2,41.9,1.206,220.2,0.84,175.65,82.3,55.9,0
785.0,40.4,1.2,227.6,1.609,347.86,83.5,62.8,0
636.9,35.0,1.354,230.0,1.426,311.51,85.3,54.5,0
967.3,38.8,0.587,236.5,2.016,452.95,84.8,59.2,0
354.8,30.8,0.608,226.9,0.799,172.14,82.1,44.4,0
716.4,33.7,1.141,234.1,1.491,331.48,84.1,53.7,0
529.6,21.6,1.454,219.7,1.147,239.38,84.1,42.3,0
1265.3,22.2,0.966,235.8,2.584,578.91,82.8,52.3,0
248.7,40.7,1.461,225.5,0.626,134.19,80.9,52.0,0
1296.5,21.5,1.438,230.7,2.624,574.98,82.7,54.3,0
1199.6,24.2,1.403,232.0,2.489,548.56,82.0,56.3,0
557.1,39.9,1.41,231.1,1.162,255.01,84.5,58.7,0
1147.1,20.0,1.398,229.5,2.358,514.13,83.6,50.3,0
237.5,27.1,1.32,223.8,0.563,119.72,82.2,38.3,0
1360.2,34.6,1.195,225.6,2.84,608.58,83.1,67.9,0
831.9,34.9,0.524,235.0,1.754,391.65,84.6,54.0,0
563.9,39.4,0.632,227.0,1.237,266.77,84.4,55.1,0
635.1,32.6,0.634,229.5,1.26,274.78,82.7,49.4,0
279.7,32.7,0.524,222.5,0.681,144.08,84.3,40.0,0
1387.2,38.1,0.617,234.3,2.811,625.7,79.7,67.5,0
247.2,32.5,1.42,223.4,0.569,120.8,81.9,43.3,0
985.9,35.2,1.164,234.6,2.079,463.22,82.1,60.4,0
731.3,42.4,0.812,224.7,1.529,326.32,84.1,61.4,0
1338.7,30.0,1.293,235.1,2.79,623.1,83.8,63.2,0
495.2,29.6,0.988,230.1,1.097,239.71,85.2,45.1,0
838.5,20.1,0.642,227.2,1.691,365.01,86.0,40.1,0
778.8,35.3,1.385,238.0,1.653,373.75,84.8,59.4,0
1043.4,20.7,0.839,229.7,2.142,467.29,86.1,46.3,0
281.6,32.6,1.199,228.2,0.704,152.55,82.6,44.2,0
432.5,40.1,0.791,234.5,0.921,205.32,84.3,51.2,0
457.5,33.7,1.0,222.6,0.973,205.82,86.5,48.2,0
1085.8,26.7,1.316,217.4,2.213,456.98,85.3,55.5,0
427.0,39.7,0.657,235.8,0.881,197.33,83.5,50.8,0
888.2,26.7,1.477,225.8,1.809,388.18,85.4,50.7,0
458.3,38.3,0.57,234.3,0.948,211.09,85.2,51.4,0
1233.9,35.3,1.034,230.2,2.635,576.22,83.7,64.1,0
1330.6,24.2,1.416,224.2,2.791,594.37,83.0,58.1,0
822.2,42.6,1.446,233.0,1.823,403.62,86.3,66.3,0
622.8,25.0,0.732,227.9,1.26,272.78,87.2,41.6,0
480.9,44.7,0.644,224.6,0.941,200.86,83.0,56.6,0
259.7,20.2,1.224,224.7,0.617,131.67,82.8,31.4,0
522.2,26.6,0.542,221.3,1.191,250.38,84.7,38.8,0
985.1,25.0,0.985,232.0,2.02,445.27,84.3,49.7,0
840.3,20.3,1.296,225.3,1.771,379.08,84.3,44.1,0
1332.8,38.3,1.06,229.8,2.679,584.82,83.8,71.2,0
675.5,37.3,0.688,229.1,1.424,309.96,83.8,55.8,0
1032.6,39.8,0.987,225.3,2.148,459.77,83.0,65.1,0
787.2,26.4,1.421,222.4,1.567,331.1,84.4,49.0,0
815.1,31.1,1.117,242.7,1.665,383.91,83.2,54.3,0
521.3,36.5,1.221,229.8,1.084,236.69,83.4,53.6,0
745.9,31.0,0.836,239.1,1.486,337.49,83.9,51.3,0
764.9,37.4,0.688,235.8,1.565,350.72,85.1,58.1,0
1048.0,35.8,0.756,228.4,2.195,476.26,85.8,59.7,0
1328.8,22.9,1.033,230.9,2.7,592.36,81.6,55.4,0
595.2,39.5,0.78,230.8,1.326,290.76,85.4,54.7,0
250.6,38.0,1.042,239.2,0.573,130.28,82.7,49.8,0
795.6,36.4,1.208,234.1,1.704,379.09,82.8,57.2,0
853.4,23.9,1.234,226.0,1.817,390.09,84.4,48.0,0
402.1,26.7,0.665,231.8,0.941,207.15,83.0,37.5,0
1112.6,29.8,1.25,234.0,2.282,507.26,84.4,58.9,0
1381.9,27.0,1.173,224.1,2.872,1064.5,82.2,61.8,1
1334.9,25.7,0.512,232.5,2.674,590.51,82.5,54.3,0
436.5,40.1,0.559,236.7,1.027,231.02,82.8,50.2,0
1250.4,36.0,1.146,225.7,2.542,545.11,82.3,66.4,0
1045.4,34.1,0.884,226.4,2.188,470.66,82.9,59.1,0
744.6,25.6,0.646,235.8,1.625,364.06,85.0,42.5,0
848.7,43.0,0.544,228.2,1.708,370.28,84.6,60.6,0
1219.5,24.8,0.659,225.1,2.527,540.26,83.8,53.7,0
776.2,39.9,1.458,234.4,1.615,359.74,85.7,64.2,0
647.8,44.2,1.228,232.9,1.518,335.77,84.4,62.7,0
791.9,38.2,1.028,230.5,1.579,345.67,85.3,58.9,0
895.0,44.8,1.442,235.6,1.831,409.84,84.7,70.7,0
426.9,36.3,1.119,236.0,0.89,199.51,82.5,51.2,0
1281.1,25.4,1.226,229.6,2.594,565.86,81.9,59.0,0
1009.0,25.1,0.783,239.9,2.108,480.44,82.3,49.8,0
959.9,28.1,1.089,237.9,2.092,472.92,84.3,51.7,0
319.4,20.2,0.643,220.1,0.749,156.58,82.1,30.6,0
925.0,37.0,0.904,224.8,1.944,415.25,83.7,59.4,0
345.2,26.7,0.533,218.7,0.744,154.63,83.8,36.2,0
294.4,40.4,0.717,228.4,0.635,137.72,83.0,51.0,0
832.8,29.0,0.575,223.9,1.743,370.78,85.5,47.6,0
683.3,32.0,0.888,225.9,1.433,307.49,85.6,50.0,0
906.6,44.1,1.343,235.5,1.934,432.58,84.9,67.8,0
307.1,26.1,0.878,221.2,0.647,135.98,82.6,35.6,0
717.2,38.0,1.332,230.6,1.479,324.05,85.8,58.5,0
409.7,38.9,1.156,230.6,0.917,201.0,84.1,54.5,0
1384.5,25.5,1.01,229.6,2.845,620.56,82.6,58.3,0
873.4,32.5,0.737,230.7,1.786,391.42,84.9,56.3,0
1024.9,28.8,1.422,218.8,2.111,438.95,83.5,57.3,0
590.5,39.3,0.554,226.0,1.276,615.82,84.8,54.9,1
313.7,35.6,1.189,237.7,0.745,168.27,82.1,46.7,0
1371.0,31.9,1.121,224.0,2.924,622.24,82.4,64.8,0
543.5,39.5,0.941,238.3,1.243,281.35,84.6,53.9,0
708.6,25.9,0.74,223.0,1.42,300.85,85.0,43.4,0
979.8,38.8,0.931,222.4,2.036,429.99,84.3,62.6,0
229.6,41.6,1.373,225.2,0.501,107.27,82.7,53.0,0
1172.3,42.0,1.337,235.6,2.361,528.64,84.5,72.9,0
843.9,39.6,1.441,227.3,1.909,412.21,84.4,63.4,0
533.9,30.2,0.808,231.7,1.212,266.88,83.1,45.8,0
273.9,44.5,0.887,230.4,0.605,132.46,82.4,53.0,0
395.0,29.5,0.519,229.7,0.908,198.07,84.5,40.4,0
1274.0,36.0,1.443,236.4,2.726,612.08,81.5,68.2,0
1023.2,24.0,0.829,233.9,2.016,447.87,85.0,48.9,0
499.9,44.5,0.904,224.3,1.132,241.2,83.3,59.9,0
278.7,37.6,1.408,228.6,0.641,139.19,81.3,48.8,0
1028.7,38.8,1.027,238.7,2.167,491.39,85.4,66.0,0
886.9,21.6,1.066,231.6,1.999,439.87,85.6,44.5,0
685.4,39.1,0.676,222.5,1.523,321.87,84.7,58.0,0
636.3,39.4,0.999,222.8,1.356,286.94,85.5,57.2,0
460.2,36.8,1.418,234.5,1.099,244.81,84.5,54.4,0
1003.5,27.3,1.059,233.5,1.991,441.72,83.1,52.7,0
1364.8,32.2,0.755,225.4,2.825,604.85,81.9,63.6,0
410.9,22.8,0.531,233.7,0.897,199.27,84.9,33.8,0
916.5,31.8,0.836,238.0,1.942,439.07,85.3,54.1,0
709.0,26.1,1.073,237.3,1.472,331.9,82.3,45.4,0
736.0,28.7,0.543,238.0,1.547,349.81,83.9,46.4,0
505.0,24.1,1.11,232.8,1.132,250.4,85.1,40.3,0
1190.2,25.8,1.023,229.1,2.341,509.55,82.9,54.9,0
782.3,21.9,1.283,228.0,1.635,354.1,86.1,44.5,0
852.1,43.0,0.529,229.9,1.728,377.52,87.0,61.2,0
565.7,33.3,1.281,225.6,1.262,270.46,84.2,51.9,0
418.2,29.9,1.021,228.2,0.986,213.8,82.9,42.6,0
303.1,33.4,0.871,236.4,0.652,146.52,81.5,42.1,0
1056.9,35.7,1.465,222.0,2.168,457.23,85.1,66.0,0
435.5,43.0,0.66,222.3,0.953,201.23,83.1,56.5,0
1028.1,24.5,1.041,234.2,2.075,461.59,84.1,50.2,0
668.5,27.4,0.821,228.2,1.394,302.27,83.7,45.9,0
698.9,44.4,1.027,220.4,1.477,309.22,84.5,63.2,0
763.0,29.3,1.052,229.7,1.637,357.19,84.3,49.3,0
641.3,20.6,0.589,229.0,1.348,293.3,82.8,35.7,0
320.7,23.7,1.161,227.8,0.731,158.29,81.9,35.3,0
571.6,20.7,1.134,233.4,1.302,288.8,85.2,37.5,0
996.5,44.7,1.269,223.3,2.115,448.66,86.0,70.3,0
998.9,27.0,0.591,230.1,2.033,444.44,84.5,47.1,0
543.5,43.1,0.797,228.9,1.155,251.24,84.4,57.8,0
752.1,44.9,1.15,230.2,1.568,342.98,85.3,64.7,0
432.1,35.0,0.637,221.3,0.88,185.08,85.6,47.1,0
452.4,20.8,1.178,227.4,0.915,197.69,82.8,35.5,0
227.7,22.0,0.559,230.1,0.562,122.85,80.5,30.0,0
1276.1,32.0,0.835,232.7,2.59,572.59,82.7,61.7,0
452.8,30.2,1.347,239.2,1.019,231.58,84.2,44.7,0
473.0,35.2,1.274,234.0,1.03,228.99,83.9,49.7,0
535.5,31.0,1.145,232.3,1.158,255.51,82.9,46.2,0
352.9,43.4,1.37,236.4,0.875,196.55,83.9,56.4,0
967.1,33.4,1.209,228.5,2.037,442.12,84.6,58.1,0
290.2,37.3,1.019,237.8,0.623,140.62,83.0,49.2,0
361.0,42.4,1.48,235.6,0.81,181.35,84.6,57.2,0
973.7,23.7,1.195,227.8,2.074,448.74,83.2,47.3,0
607.6,25.7,1.101,239.6,1.32,300.52,82.9,42.5,0
1049.5,22.7,0.909,232.2,2.213,488.31,84.9,48.2,0
868.9,23.5,1.402,241.0,1.82,416.52,82.9,46.9,0
507.2,32.8,0.796,231.5,1.017,223.73,83.7,47.0,0
981.0,28.0,0.509,227.2,2.041,440.47,84.1,49.4,0
339.5,30.6,0.697,226.2,0.757,162.67,83.2,40.7,0
843.7,44.6,0.61,228.2,1.776,385.14,84.3,63.9,0
724.6,23.9,0.819,227.1,1.445,311.8,85.4,42.6,0
521.4,33.5,1.326,236.4,1.111,249.4,83.2,52.0,0
924.8,22.5,1.152,229.9,1.883,411.12,83.6,47.6,0
1245.6,28.0,0.669,221.9,2.573,542.39,83.0,55.1,0
1398.7,33.2,1.289,231.1,2.917,640.25,81.5,70.1,0
929.3,43.7,1.004,230.6,1.95,427.31,85.1,68.5,0
685.6,29.8,1.013,227.7,1.5,324.43,86.3,47.9,0
470.2,21.6,0.862,231.3,1.08,237.3,85.2,34.5,0
508.5,29.7,1.365,229.8,1.133,247.24,84.6,47.0,0
775.3,23.6,0.818,233.2,1.649,365.23,85.8,43.9,0
640.7,25.7,0.594,232.9,1.31,289.78,85.0,43.3,0
1296.6,35.5,0.803,231.8,2.632,579.76,83.7,65.9,0
642.0,21.7,1.215,223.5,1.417,300.84,85.1,39.9,0
648.1,31.6,1.158,240.6,1.342,306.74,84.2,49.9,0
660.2,35.2,0.688,222.2,1.425,300.82,84.1,52.5,0
1203.9,30.5,0.612,229.4,2.555,556.7,84.5,56.3,0
980.9,20.5,1.161,224.5,2.073,442.19,84.5,47.4,0
937.0,44.6,1.176,232.0,1.973,434.91,86.7,68.7,0
601.0,29.2,0.866,230.7,1.207,264.61,83.5,46.5,0
1181.5,39.5,1.343,229.2,2.478,539.4,84.8,71.0,0
246.0,28.1,1.478,237.6,0.645,145.49,81.5,43.5,0
1245.0,31.9,0.706,235.5,2.548,570.18,83.4,60.0,0
815.3,29.7,1.077,228.4,1.765,382.96,83.7,51.1,0
677.9,28.6,0.505,234.0,1.428,317.45,83.0,44.3,0
796.6,20.5,1.213,237.8,1.689,381.59,86.5,42.7,0
1000.9,29.0,0.914,235.5,2.061,461.04,84.2,52.9,0
215.3,42.2,0.693,229.3,0.435,94.71,82.6,51.2,0
1245.9,37.3,1.252,222.0,2.57,542.2,82.4,69.4,0
736.1,23.6,1.311,231.6,1.54,338.8,85.9,44.7,0
611.6,34.8,0.611,233.3,1.317,292.0,84.2,49.4,0
365.9,42.3,0.541,226.2,0.8,171.96,81.9,51.9,0
727.4,37.5,0.834,230.1,1.588,347.17,85.6,55.7,0
795.6,23.7,1.126,229.6,1.685,367.57,85.9,45.8,0
684.4,41.7,1.293,236.9,1.45,326.36,85.5,62.0,0
1014.4,27.5,1.046,239.3,2.068,470.04,84.4,53.9,0
705.1,31.4,1.081,235.9,1.465,328.36,83.2,52.3,0
1353.7,33.2,1.3,229.6,2.814,613.63,80.9,67.0,0
919.1,41.3,1.029,235.7,1.912,428.27,84.2,65.4,0
1169.0,43.3,1.111,233.2,2.383,528.02,83.4,74.7,0
331.2,43.2,1.016,229.6,0.807,176.01,83.9,55.5,0
676.7,20.2,1.38,240.5,1.45,813.32,84.7,40.1,1
604.2,43.0,0.736,226.3,1.302,279.92,82.5,58.7,0
883.4,21.4,0.764,233.0,1.785,395.18,82.3,41.2,0
1233.3,26.6,0.628,234.2,2.473,550.13,82.4,55.0,0
294.0,32.9,1.319,228.6,0.679,147.38,81.9,44.8,0
287.1,32.0,0.912,232.8,0.55,121.71,82.7,41.4,0
1220.4,35.1,0.848,234.7,2.557,570.25,81.8,62.9,0
455.4,32.0,1.481,231.2,0.982,215.64,82.4,49.6,0
1002.5,43.4,1.427,232.4,2.106,464.96,85.0,70.3,0
851.5,26.0,1.472,230.5,1.824,399.43,86.3,51.2,0
1199.5,26.9,0.642,234.0,2.447,543.87,81.4,54.4,0
350.1,43.0,1.391,228.9,0.754,164.01,82.2,57.2,0
355.7,21.9,0.829,228.4,0.85,184.49,84.1,32.8,0
868.2,35.2,0.513,230.1,1.721,376.12,85.9,55.7,0
1335.7,37.0,0.891,235.9,2.641,591.93,81.2,67.8,0
698.0,32.6,1.009,221.3,1.523,320.1,86.1,51.8,0
592.3,37.4,0.608,225.5,1.179,252.62,84.6,53.3,0
928.0,24.3,1.038,241.4,1.995,457.45,85.5,49.4,0
1316.5,41.3,1.319,231.4,2.759,606.49,81.6,73.8,0
1204.3,23.5,0.878,228.0,2.49,539.29,83.7,52.3,0
1394.6,30.0,0.853,234.0,2.833,629.79,80.3,62.8,0
227.1,21.9,0.839,226.1,0.477,102.38,81.2,30.9,0
335.4,33.6,1.423,219.5,0.757,157.81,82.5,48.2,0
931.4,36.7,0.549,231.8,1.883,414.62,85.0,58.9,0
1184.7,43.5,0.945,226.3,2.521,541.99,85.9,73.8,0
542.3,38.5,0.765,230.5,1.124,246.17,86.9,55.3,0
487.1,33.5,1.394,231.6,1.103,242.65,83.6,50.1,0
1144.4,43.3,0.596,230.7,2.412,528.68,85.3,70.8,0
267.7,32.0,0.911,221.5,0.569,119.66,81.1,42.3,0
643.3,34.0,0.907,230.1,1.385,302.73,85.2,51.3,0
807.0,34.9,1.388,232.2,1.674,369.21,84.3,58.6,0
872.4,30.2,0.715,223.0,1.802,381.79,84.5,51.0,0
1074.3,41.0,1.145,222.4,2.224,469.89,86.9,68.1,0
625.8,24.6,0.634,224.7,1.273,271.73,84.3,39.2,0
935.2,33.9,1.454,233.7,1.985,440.74,84.2,59.9,0
902.5,38.1,1.093,220.0,1.837,383.93,83.9,62.5,0
857.1,42.6,1.126,234.1,1.86,413.66,84.2,66.1,0
968.6,42.1,0.934,232.0,1.972,434.53,83.3,66.5,0
511.3,32.7,0.842,228.7,1.034,224.7,84.4,48.9,0
301.6,36.1,0.713,222.6,0.662,140.05,82.7,47.8,0
343.1,29.9,1.104,226.0,0.753,161.61,83.3,42.7,0
469.5,31.7,1.455,233.9,1.061,235.82,83.9,50.0,0
800.2,42.7,0.86,236.3,1.69,379.43,84.4,63.3,0
1208.5,43.3,1.383,224.8,2.448,522.92,82.7,74.4,0
1041.6,42.4,0.649,235.7,2.207,494.26,84.6,67.4,0
1146.8,23.5,1.436,233.4,2.375,526.7,83.7,53.5,0
621.2,41.3,0.85,230.0,1.338,292.35,84.0,55.6,0
685.6,43.7,0.88,226.3,1.569,337.32,84.6,61.6,0
672.4,29.0,0.963,227.1,1.486,320.66,86.4,45.8,0
430.2,33.0,1.218,239.1,0.965,373.15,85.6,47.3,1
273.5,39.5,1.22,230.9,0.579,126.94,82.0,50.5,0
909.1,34.1,0.98,236.6,1.833,412.18,84.1,56.6,0
1387.1,44.8,1.023,231.2,2.928,643.18,81.5,76.6,0
400.2,31.4,0.53,227.7,0.838,181.34,84.5,40.8,0
256.0,37.8,0.804,232.9,0.582,128.71,82.0,46.3,0
1135.4,39.8,0.846,240.8,2.296,525.14,84.2,66.4,0
503.1,32.4,1.059,226.8,1.114,239.95,83.5,47.4,0
1195.6,41.4,1.058,234.6,2.543,566.59,82.3,70.9,0
1044.7,33.7,1.21,231.0,2.26,495.81,85.2,61.3,0
1334.8,30.3,1.217,222.8,2.738,579.48,82.3,62.1,0
690.7,22.7,0.735,222.6,1.473,311.58,85.5,39.3,0
994.4,29.8,1.27,227.7,2.077,449.43,82.9,57.7,0
757.8,38.3,0.52,231.7,1.624,357.52,86.8,56.9,0
956.7,43.0,1.216,234.4,2.017,449.14,85.0,67.5,0
739.5,26.3,0.602,222.1,1.494,315.34,83.2,42.8,0
426.4,28.9,1.23,233.3,1.009,223.61,84.6,43.1,0
809.5,23.8,1.027,229.4,1.699,370.29,84.6,44.9,0
834.3,37.3,0.937,230.0,1.735,379.16,85.0,59.3,0
1172.7,44.0,1.191,232.9,2.458,543.92,83.1,71.1,0
1082.6,36.0,0.536,238.7,2.191,496.96,84.1,59.4,0
996.5,35.4,0.723,231.5,2.085,458.68,84.6,60.8,0
336.1,33.8,1.116,223.2,0.752,159.46,81.2,46.2,0
1064.7,22.2,1.347,229.1,2.179,474.24,85.2,50.3,0
800.4,38.2,0.881,234.3,1.802,401.0,85.1,58.1,0
1272.9,35.1,0.759,234.4,2.568,572.01,83.2,65.1,0
1303.8,36.5,1.019,233.3,2.713,601.33,83.3,65.9,0
266.2,42.5,1.122,227.4,0.634,136.95,82.3,53.0,0
1184.8,39.6,0.92,223.2,2.404,509.63,83.9,65.8,0
245.2,39.5,1.377,232.9,0.582,128.79,80.5,51.3,0
640.6,43.2,1.023,223.9,1.308,278.35,83.9,60.7,0
850.8,44.7,0.536,233.5,1.876,416.17,85.1,62.8,0
377.7,34.5,0.723,233.5,0.813,180.26,83.4,46.7,0
1095.6,22.7,0.951,227.7,2.252,487.12,84.5,50.1,0
210.0,31.5,1.198,229.4,0.609,132.67,82.9,42.7,0
402.3,39.7,0.72,231.0,0.839,184.14,83.3,49.8,0
897.0,20.7,1.476,226.9,1.953,421.06,85.3,45.0,0
1057.3,21.4,0.819,223.1,2.207,467.64,84.4,47.9,0
1300.0,21.7,1.032,229.8,2.574,562.0,82.3,53.7,0
1046.6,38.3,0.519,230.3,2.139,468.0,84.2,63.2,0
1006.1,32.5,1.385,236.8,2.136,480.5,83.8,59.3,0
673.2,29.2,1.289,226.1,1.442,309.69,84.7,49.0,0
201.5,22.6,0.695,235.3,0.462,103.38,81.2,30.8,0
344.2,38.3,1.433,224.3,0.768,163.62,82.8,51.0,0
841.5,28.0,0.816,223.3,1.716,364.01,83.2,49.1,0
1010.2,26.6,1.192,228.5,2.091,453.92,84.5,55.3,0
700.9,36.3,1.319,225.3,1.602,342.92,84.0,56.6,0
1076.8,34.0,1.241,223.2,2.204,467.41,84.2,60.1,0
826.2,29.1,1.418,239.7,1.728,393.6,83.9,53.1,0
289.0,36.0,1.364,227.7,0.684,147.93,82.4,47.7,0
430.4,26.8,1.495,241.6,0.889,204.05,83.3,42.8,0
1208.0,39.9,0.683,225.0,2.512,536.92,82.7,68.5,0
1069.9,25.7,0.805,221.5,2.141,450.51,84.6,51.7,0
1273.7,24.0,1.136,236.5,2.574,578.17,83.1,54.6,0
341.1,39.6,1.233,226.4,0.727,156.25,82.8,53.4,0
1388.3,37.7,1.035,230.7,2.784,610.13,82.1,69.0,0
451.3,24.6,0.574,223.2,1.019,216.14,83.4,36.7,0
214.1,22.9,1.342,229.8,0.544,118.84,82.0,33.5,0
1396.9,41.0,1.461,223.1,2.954,626.19,81.4,73.8,0
537.3,39.4,0.906,229.6,1.201,261.96,83.3,53.5,0
1001.6,28.2,0.725,227.6,2.059,445.31,83.8,51.8,0
412.0,36.5,0.519,231.2,0.885,194.34,84.7,48.0,0
896.3,23.1,0.737,233.1,1.903,421.51,86.5,44.7,0
1284.8,32.7,1.2,231.2,2.744,602.77,83.4,64.1,0
584.2,20.5,1.412,232.3,1.197,264.02,84.0,40.0,0
1004.3,29.8,0.594,229.5,2.194,478.27,86.0,53.1,0
425.5,21.9,1.053,227.8,0.86,186.07,84.2,36.6,0
949.8,31.9,1.196,232.4,1.968,434.42,85.1,57.4,0
603.7,30.5,0.776,229.4,1.281,279.12,86.5,45.8,0
453.4,31.1,1.07,229.6,1.0,218.11,82.9,46.2,0
575.8,21.1,1.215,232.0,1.332,293.5,85.3,39.7,0
414.6,29.0,1.338,224.8,0.976,208.41,82.7,45.4,0
1282.3,38.9,0.952,237.1,2.672,601.93,82.1,68.8,0
676.6,29.2,1.248,228.8,1.497,325.24,87.4,48.6,0
494.3,37.9,0.802,230.6,1.084,237.48,84.6,52.7,0
738.1,29.2,0.713,229.8,1.507,329.03,86.8,48.4,0
584.6,30.6,0.687,233.3,1.259,278.89,85.1,45.2,0
1093.3,34.1,0.859,231.7,2.267,499.0,84.5,59.6,0
1365.5,43.8,0.536,229.8,2.759,602.26,81.2,73.3,0
725.6,22.7,0.783,237.2,1.576,857.82,85.9,41.2,1
1233.2,20.8,1.152,214.0,2.542,516.79,83.1,50.4,0
879.0,35.2,1.148,236.2,1.795,402.72,85.0,58.9,0
388.7,43.7,0.574,234.6,0.802,178.66,83.0,52.6,0
1028.7,44.7,0.787,220.8,2.168,454.88,84.4,68.4,0
816.1,32.1,1.07,234.6,1.77,394.62,85.0,54.0,0
980.7,31.7,0.819,235.3,2.058,460.06,84.8,54.5,0
1267.6,36.1,0.918,232.8,2.642,1139.65,82.8,65.6,1
728.5,33.9,1.213,222.2,1.511,318.98,83.4,54.4,0
1281.4,35.9,0.509,233.4,2.629,582.91,83.2,66.1,0
1100.8,41.8,0.776,235.0,2.266,505.91,84.0,66.4,0
786.3,38.7,0.642,227.1,1.634,352.52,81.7,57.8,0
923.9,32.4,0.628,232.2,1.906,420.44,83.3,53.0,0
590.7,31.5,1.459,228.2,1.253,271.66,84.1,49.6,0
1380.3,36.0,0.877,234.4,2.878,640.95,82.9,67.1,0
1000.8,31.4,1.027,228.4,2.034,441.39,85.2,56.4,0
252.6,31.4,1.234,227.1,0.533,268.26,81.3,44.1,1
591.9,20.4,0.547,229.8,1.192,260.32,84.4,36.2,0
948.0,24.4,0.741,223.3,2.002,424.58,85.9,46.6,0
267.6,32.2,1.332,229.3,0.651,141.81,81.5,44.0,0
228.7,40.6,1.362,231.8,0.477,105.01,80.6,52.5,0
740.0,27.0,0.873,234.3,1.581,351.88,85.8,46.2,0
599.2,33.1,0.875,231.2,1.273,279.62,85.7,48.8,0
726.0,28.6,1.257,222.8,1.523,322.31,84.3,50.1,0
515.2,22.6,0.795,236.8,1.081,243.08,84.7,38.5,0
397.7,44.0,0.617,237.2,0.803,181.04,83.3,56.1,0
1027.0,41.4,0.758,230.6,2.142,469.14,83.9,67.1,0
817.5,22.0,0.887,226.2,1.638,352.04,86.2,42.6,0
440.2,38.0,0.552,227.3,0.928,200.53,83.0,48.5,0
583.5,28.7,0.979,229.0,1.227,266.96,85.3,43.3,0
910.2,44.9,1.24,231.4,1.966,432.11,84.9,67.2,0
286.7,27.6,1.014,228.5,0.654,141.86,82.2,38.2,0
376.9,26.0,0.572,225.7,0.844,180.92,82.7,36.9,0
287.9,34.2,0.94,235.1,0.597,133.39,81.4,45.5,0
1174.8,40.9,1.209,231.3,2.445,537.33,83.3,70.7,0
1102.9,24.8,0.558,224.7,2.285,487.85,83.6,48.9,0
1104.0,37.7,0.56,231.5,2.336,513.6,84.2,63.3,0
1059.6,21.5,0.871,230.8,2.127,466.45,83.1,45.9,0
1003.3,43.0,0.695,226.4,2.042,439.26,84.4,65.4,0
772.4,22.0,1.435,236.0,1.664,372.99,85.4,45.3,0
970.7,42.9,1.081,230.7,2.119,464.35,84.0,66.4,0
246.0,32.3,0.787,228.9,0.578,125.7,82.7,40.4,0
945.8,31.2,1.205,229.6,1.927,420.39,85.6,55.2,0
1133.5,44.3,0.875,232.2,2.3,507.5,82.7,71.5,0
800.4,44.8,0.632,229.6,1.684,367.37,84.2,64.5,0
629.0,36.3,0.737,229.6,1.349,294.25,83.4,53.1,0
532.9,23.2,1.143,235.3,1.135,253.76,84.7,39.0,0
971.4,32.7,0.552,222.9,1.949,412.73,84.8,54.7,0
1031.4,33.2,0.773,223.7,2.19,465.42,82.9,58.5,0
1245.2,32.9,0.708,233.9,2.541,564.62,82.4,60.8,0
610.8,34.2,0.701,242.1,1.317,302.93,85.0,49.0,0
1123.7,20.5,1.183,234.4,2.238,498.41,84.1,48.2,0
873.6,37.8,1.326,239.3,1.911,434.56,86.2,61.3,0
1259.4,37.8,1.216,227.8,2.583,559.09,81.7,69.1,0
833.4,22.9,1.146,226.8,1.814,390.9,85.0,45.3,0
821.2,34.3,1.416,232.3,1.778,392.35,84.0,57.6,0
893.5,34.2,0.558,234.8,1.778,396.46,85.0,54.1,0
1099.2,37.1,0.667,223.4,2.281,484.2,83.9,61.4,0
1357.6,22.1,0.914,228.9,2.866,623.31,82.2,54.5,0
288.3,35.7,0.872,229.9,0.626,136.69,82.0,46.1,0
264.1,27.0,0.918,226.6,0.684,147.27,82.9,36.5,0
1325.1,32.7,0.706,227.2,2.737,590.81,81.5,62.7,0
835.9,39.3,0.65,234.2,1.811,990.13,84.0,60.5,1
937.9,37.6,1.009,232.3,1.972,435.25,85.0,61.4,0
778.9,23.0,1.428,234.0,1.646,365.89,86.8,45.7,0
312.4,34.8,0.892,231.7,0.796,175.2,81.1,47.0,0
1121.7,44.2,0.543,225.6,2.351,503.92,82.8,70.4,0
1096.7,23.9,1.206,232.1,2.266,499.63,84.4,51.2,0
